 UPDATE  The latest version of `serve` is 14.2.6
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 25 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 14 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 27 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 12 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 13 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 14 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:15:56 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:15:57 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 4 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 12 ms
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:15:58 AM 127.0.0.1 Returned 304 in 4 ms
 HTTP  8/5/2026 3:15:59 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:15:59 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:24 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:24 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:24 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 25 ms
 HTTP  8/5/2026 3:21:26 AM 127.0.0.1 Returned 200 in 15 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 23 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 13 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:21:27 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/css/38b74848db418368.css
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 3:21:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:21:29 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 Returned 304 in 4 ms
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 3:21:30 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:37:28 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:37:28 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 3:37:28 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:37:28 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /_next/static/css/9b327ed3d2338cfc.css
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 GET /_next/static/chunks/app/page-e0a111ec0710ebfb.js
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 33 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 30 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 30 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 28 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 31 ms
 HTTP  8/5/2026 3:37:29 AM 127.0.0.1 Returned 200 in 30 ms
